AIC,Name,Type,MonthEnd,Code,TA,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,MonthendMidPrice,CurrYrRev,Rev (splits only),Rev (splits only),Shares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolderFunds for share,Par, Par, Par, Par, Par, Par, Par, Par, Par, Par,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,PFY,Regional distribution,,,,,,,Additional geographic,,,,,,,CFI Exposure,,,,,,CCY Exposure,,,,,,Flags,Add P/F,,,,,,,AIC Cat 2,Unit1,Unit1,Unit1,Unit1,Unit2,Unit2,Unit2,Unit2,Unit2,Unit2,FootNote,FairValue,ShareNote
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,Japan ,Hong Kong,Korea ,Taiwan ,Singa pore,Other , , , , , , , ,Japan ,Hong Kong,Korea ,Taiwan ,Singa pore,Other ,Japan ,Hong Kong,Korea ,Taiwan ,Singa pore,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
UK High Income,New City High Yield,Ordinary Share,31/01/2007,506241,65755683,13000000,13000000,13000000,13000000,0,0,0,13000000,54.25,926721,,,99022414,0,0,0,N/A,56,125,3,,N,52755683,53.28,,,,,54.21,,,,,53.28,,,,,54.21,,,,,7.8,56,41,0,0,0,0,3,3,53,44,0,0,0,0,66,28,3,0,3,0,78,16,2,0,4,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"Loan falling due within one year, valued at par.",
UK High Income,Shires Smaller Companies,Ordinary Share,31/01/2007,806372,99421000,34751900,34758420,34751900,34758420,0,0,0,34751900,287.75,330000,,,22109765,0,0,0,N/A,31,154,,,N,64669100,292.49,,,,,293.98,,,,,292.46,,,,,293.95,,,,,4.59,31,69,0,0,0,0,0,-1,32,68,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"The par value of bank loans and overdrafts is considered also to be their fair value due to their short term maturity
The fair value of the long term loan is calculated using a discounted cash flow method.
The fair value on the FTSE option instrume",
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash & Fixed Int.,FTSE 100,FTSE 250,FTSE Small Cap,FTSE Fledgling,AIM OFEX,Int. Equities,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
UK Smaller Companies,Aberforth Smaller Companies,Ordinary Share,31/01/2007,6655,828653994,0,0,0,0,0,0,0,0,764,9476302,,,98809788,0,0,0,N/A,1,100,0,,N,828653994,838.64,,,,,848.23,,,,,838.64,,,,,848.23,,,,,0,1,99,0,0,0,0,0,1,0,42,53,4,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,"Dividend of 9.15p per Share, ex-d 7/2/07, record 9/2/07, payable on 7/3/07",,
UK Smaller Companies,Active Capital,Ordinary Share,31/01/2007,3038332,114256656,30000000,30000000,30000000,30000000,0,0,0,30000000,129.25,0,,,56822364,0,750000,0,N/A,3,136,3,,,84256656,148.28,,,,,,,,,,148.28,,,,,,,,,,0.4,3,97,0,0,0,0,0,3,0,0,8,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Variable rate loans. Fair value is the same as par value.,
UK Smaller Companies,Dunedin Smaller Companies,Ordinary Share,31/01/2007,B1GCL25,101326482,10000000,10000000,10000000,10000000,0,0,0,10000000,154.5,1299689,0,,54168160,0,2790000,0,N/A,4,111,,,Y,91326482,168.6,,,,,171,,,,,168.6,,,,,171,,,,,3,4,96,0,0,0,0,0,4,0,34,50,5,7,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"500,000 SHARES REPURCHASED AT 154.0P ON 11.01.07,
2,170,000 SHARES REPURCHASED AT 155.0P ON 26.01.07, 120,000 SHARES REPURCHASED AT 154.75P ON 31.01.07"
UK Smaller Companies,Edinburgh Small Companies,Ordinary Share,31/01/2007,295958,59721283,9648028,11770594,9648028,11770594,0,0,0,9648028,122,714678,,,34777791,0,0,0,N/A,2,119,,,,50073255,143.98,140.58,,,,146.04,142.48,,,,137.88,134.95,,,,139.93,136.85,,,,0,2,98,0,0,0,0,0,2,0,42,33,0,23,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,MARKET VALUE OF DEBENTURE STOCK. TENDER OFFER DURING NOV,
UK Smaller Companies,Framlington Innovative Growth,Ordinary Share,31/01/2007,890632,182234722,8000000,8000000,8000000,8000000,0,0,0,8000000,473.5,910375,,,32112350,0,0,0,N/A,8,105,0,,Y,174234722,542.58,,,,,545.41,,,,,542.58,,,,,545.41,,,,,1.89,8,90,1,0,0,0,1,8,0,19,30,8,33,2,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,The bank loan is fixed to 07.03.08 and Fair Value is taken to be the same as the nominal amount drawn down.,
UK Smaller Companies,Gartmore Fledgling,Ordinary Share,31/01/2007,371922,106719010,0,0,0,0,0,0,0,0,448.25,394758,,,21446580,0,30000,0,N/A,1,100,0,,N,106719010,497.6,,,,,499.44,,,,,497.6,,,,,499.44,,,,,1.99,1,99,0,0,0,0,0,1,0,0,17,82,0,0,100,0,0,0,0,0,100,0,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,,"11/01/07 10,000 shares at a total cost of ú0.04475
23/01/07 10,000 shares at a total cost of ú0.0446375
30/01/07 10,000 shares at a total cost of ú0.044825"
UK Smaller Companies,Gartmore Growth Opportunities,Ordinary Share,31/01/2007,B07BP66,39319832,7208039,6142646,7208039,6142646,0,0,0,7208039,398,-20118,,,7861779,0,0,0,N/A,5,122,,Y,N,32111793,,,,,,408.2,,,,,,,,,,421.75,,,,,1.5,5,95,0,0,0,0,0,5,0,4,35,12,44,0,100,0,0,0,0,0,100,0,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,"Index loan stock valued at mid market price
Short term borrowings at borrowed amount",
UK Smaller Companies,Gartmore Smaller Companies,Ordinary Share,31/01/2007,532309,97092135,1200000,1200000,1200000,1200000,0,0,0,1200000,594.5,74518,,,13875000,0,0,0,N/A,1,101,,,N,95892135,691.11,,,,,691.65,,,,,691.11,,,,,691.65,,,,,0.7,1,99,0,0,0,0,0,1,0,5,31,10,53,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Short Term Borrowings at borrowed amount,
UK Smaller Companies,Henderson Smaller Companies,Ordinary Share,31/01/2007,906506,344408000,34259000,40954000,34259000,40954000,0,0,0,34259000,298.25,909000,,,88638030,0,400000,0,N/A,-1,111,,,Y,310149000,349.91,,,,,350.93,,,,,342.35,,,,,343.38,,,,,0,-1,101,0,0,0,0,0,-1,0,59,29,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"MARKET PRICE AS AT 31/01/07
THE FAIR VALUE AND PAR VALUE ARE NOT MATERIALLY DIFFERENT
","15/1/07 300k shares at 292p, 16/1/07 100k shares at 293p"
UK Smaller Companies,INVESCO English & International,Ordinary Share,31/01/2007,B0LM0M6,156706377,19938948,24056750,19938948,24056750,0,0,0,19938948,328.25,0,,,36906132,0,1420343,3980000,N/A,1,115,3,,N,136767429,370.58,,,,366.46,,,,,,359.42,,,,356.39,,,,,,1.2,1,97,0,2,0,0,0,1,0,8,26,10,52,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"FV of debt are based on the Stock Exchange closing mid prices for the various ç
debt instruments. FV of the short term loan is based on PAR value.
The 10.625% 2014 debenture was redeemed early on 5/7/06","250,000 ord 25p shrs redeemed on 9/1 @ 329p each.
1,170,343 ord 25p shrs redeemed on 16/1 @ 344.05p each."
UK Smaller Companies,Invesco Perpetual UK Smaller Companies,Ordinary Share,31/01/2007,B1FL3C7,149975351,0,0,0,0,0,0,0,0,195.5,1040000,,,66796725,0,230000,0,N/A,0,100,0,,Y,149975351,224.53,,,,,226.08,,,,,224.53,,,,,226.08,,,,,1.7,0,100,0,0,0,0,0,0,0,39,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,0,0,,,,,,,,,,,,,,"100,000 ord 20p shrs cancelled on 16/1/07 @ 193p per share.
130,000 ord 20p shrs cancelled on 17/1/07 @ 194p per share"
UK Smaller Companies,JPMorgan Smaller Companies,Ordinary Share,31/01/2007,741600,151055316,9086816,9086816,9086816,9086816,0,0,0,9086816,550.75,570510,,,22441186,0,0,0,N/A,0,106,,,Y,141968500,632.62,,,,,635.17,,,,,632.62,,,,,635.17,,,,,1.48,0,100,0,0,0,0,0,0,0,32,56,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Smaller Companies,Merrill Lynch British Smaller Companies,Ordinary Share,31/01/2007,643610,240556158,18749263,21739593,18749263,21739593,0,0,0,18749263,379.75,1764000,,,49993523,0,0,0,N/A,0,108,,,Y,221806895,443.67,,,,,447.2,,,,,437.69,,,,,441.22,,,,,0,0,100,0,0,0,0,0,0,0,22,32,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,"15,000,000 @ ú1.18343",
UK Smaller Companies,Montanaro UK Smaller Companies,Ordinary Share,31/01/2007,600756,138745919,13000000,13000000,13000000,13000000,0,0,0,13000000,307,924397,,,35609458,0,0,0,N/A,5,110,,,Y,125745919,353.13,,,,,355.72,,,,,353.13,,,,,355.72,,,,,0,5,95,0,0,0,0,0,5,0,14,56,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,Fair Value has been estimated using a discounted cash flow model utilising the rate of interest which would be paid if debt with the same terms and conditions were taken out today,
UK Smaller Companies,Platinum,Ordinary Share,31/01/2007,463584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK Smaller Companies,Schroder UK Mid & Small Cap,Ordinary Share,31/01/2007,610841,106174041,5000000,5000000,5000000,5000000,0,0,0,5000000,252,540645,,,36748690,0,0,0,N/A,1,105,,,Y,101174041,275.31,,,,,276.78,,,,,275.31,,,,,276.78,,,,,0,1,99,0,0,0,0,0,1,0,59,32,3,5,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
UK Smaller Companies,Throgmorton Trust,Ordinary Share,31/01/2007,891055,370252025,32168645,42616943,32168645,42616943,0,0,0,32168645,178.25,2426346,,,157805869,0,2775000,0,N/A,7,110,0,,N,338083380,214.24,,,,,215.78,,,,,207.62,,,,,209.16,,,,,1.6,7,85,1,3,0,3,1,7,0,14,27,4,40,8,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0,0,,,,,,,,,,,,,The 'Fair Value' of the prior charges is based on the quoted market price at the month end.,"11.01.07 -   400,000 shs for ú0.705m
12.01.07 - 2,375,000 shs for ú4.185m"
Category,Fund,Share,Date,SEDOL,TotalAssets,PC Total Par,PC Total Fair,PC Debt Par,PC Debt Fair,PC Equity,Convertibles Par,Convertibles Fair,PC Gearing,Price,CurrYrRev,Res (splits only),Res% (splits only),NumberShares,SharesIssued,SharesPurch,TryShares,SellbelowNAV,Cash,Gearing,Unlisted,PermLoss,Perffee,ShHolder Funds for share,PCNCWNE,   PCNCWE,   PCCWNE,   PCCWE,   PCCWETS,PCNCWNEcum,PCNCWEcum,PCCWNEcum,PCCWEcum,PCCWETScum,FCNCWNE,   FCNCWE,   FCCWNE,   FCCWE,   FCCWETS,FCNCWNEcum,FCNCWEcum,FCCWNEcum,FCCWEcum,FCCWETScum,PFY,CFI,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Cash & Fixed Int.,UK Listed,UK Unlisted,Cont. Eur Listed,Cont. Eur Unlisted,US Listed,US Unlisted,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,UK ,Cont. Europe,North America,Japan ,Other Pacific,Other ,Flags,,,,,,,,AIC Cat 2,Name,in issue,Perf NAV,Pub NAV,Gearing,Name,in issue,NAV Par,NAV Fair,Gearing,FootNote,Note,
Venture Capital Trusts,AIM Distribution Trust VCT,Ordinary Share,31/01/2007,11637,9659265,0,0,0,0,0,0,0,0,58.5,-2735,,,14427339,0,35000,0,N/A,17,100,5,,N,9659265,66.95,,,,,66.93,,,,,66.95,,,,,66.93,,,,,0,17,83,0,0,0,0,0,17,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,AIM VCT,Ordinary Share,31/01/2007,448451,16970236,0,0,0,0,0,0,0,0,63.5,0,,,22251964,0,0,0,N/A,6,100,4,,Y,16970236,76.26,,,,,,,,,,76.26,,,,,,,,,,0,6,93,0,0,0,0,0,6,90,4,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,AIM VCT 2,Ordinary Share,31/01/2007,205753,37610995,0,0,0,0,0,0,0,0,75.5,0,,,40310023,0,0,0,N/A,1,100,,,Y,37610995,93.3,,,,,,,,,,93.3,,,,,,,,,,0,1,99,0,0,0,0,0,3,88,9,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,AIM VCT 2 C shares,Ordinary Share,31/01/2007,B0PKQN9,3140232,0,0,0,0,0,0,0,0,100,0,,,2950085,0,0,0,N/A,53,100,,,,3140232,106.45,,,,,,,,,,106.45,,,,,,,,,,0,53,47,0,0,0,0,0,53,44,3,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,Aberdeen Growth Opportunities VCT,Ordinary Share,31/01/2007,3115376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Aberdeen Growth Opportunities VCT C shares,Ordinary Share,31/01/2007,B0WH8F9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Aberdeen Growth Opportunities VCT 2,Ordinary Share,31/01/2007,B043QW8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Aberdeen Growth VCT I,Ordinary Share,31/01/2007,3036745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Artemis AIM VCT,Ordinary Share,31/01/2007,3016703,40956620,0,0,0,0,0,0,0,0,80.5,-181965,0,,43826878,0,315000,0,No,2,100,6,Y,N,40956620,,,,,,93.04,,,,,,,,,,93.04,,,,,0.93,2,97,0,1,0,0,0,2,91,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/A,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Artemis AiM VCT has bought back 315,000 shares at 83.2p. There are now 43,826,878 shares remaining outstanding. Date - 23/01/07"
Venture Capital Trusts,Artemis AIM VCT 2,Ordinary Share,31/01/2007,B02WQ94,35723555,0,0,0,0,0,0,0,0,80,14022,,,39857004,0,0,0,No,14,100,17,,N,35723555,89.63,,,,,89.66,,,,,89.63,,,,,89.66,,,,,1.21,14,86,0,0,0,0,0,14,69,17,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead AIM VCT,Ordinary Share,31/01/2007,B0YZHK9,17331970,0,0,0,0,0,0,0,0,91.5,0,,,16817985,0,0,0,N/A,68,100,,,Y,17331970,103.06,,,,,,,,,,103.06,,,,,,,,,,4,68,32,0,0,0,0,0,68,32,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,A,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT,Ordinary Share,31/01/2007,80358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT C shares,Ordinary Share,31/01/2007,B067N38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT 2,Ordinary Share,31/01/2007,263193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT 3,Ordinary Share,31/01/2007,3002810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT 3 C shares,Ordinary Share,31/01/2007,B0GDRP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT 4,Ordinary Share,31/01/2007,3109528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Baronsmead VCT 4 C shares,C share,31/01/2007,B0WV8X9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,British Smaller Companies VCT,Ordinary Share,31/01/2007,140315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,British Smaller Companies VCT C shares,Ordinary Share,31/01/2007,B04KJJ7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,British Smaller Technology Companies VCT 2,Ordinary Share,31/01/2007,500179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close Brothers AIM VCT,Ordinary Share,31/01/2007,248167,26410716,0,0,0,0,0,0,0,0,80,-20256,,,30181371,0,173693,0,N/A,15,100,,,Y,26410716,87.51,,,,,87.44,,,,,87.51,,,,,87.44,,,,,1.21,15,85,0,0,0,0,0,15,85,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,Close Brothers AIM VCT D shares,Ordinary Share,31/01/2007,3420207,19758571,0,0,0,0,0,0,0,0,113,53251,,,16015188,0,3952,0,N/A,45,100,,,Y,19758571,123.37,,,,,123.71,,,,,123.37,,,,,123.71,,,,,2.24,45,55,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Venture Capital Trusts,Close Brothers Development VCT C shares,C share,31/01/2007,3204218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close Brothers Development VCT,Ordinary Share,31/01/2007,483247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close Brothers Protected VCT,Ordinary Share,31/01/2007,204006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close Brothers VCT,Ordinary Share,31/01/2007,203962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close IHT AIM VCT A,Ordinary Share,31/01/2007,B0JQZZ8,7038408,0,0,0,0,0,0,0,0,100,101207,,,7319861,0,0,0,N/A,66,100,,,Y,7038408,96.15,,,,,97.54,,,,,96.15,,,,,97.54,,,,,3.18,66,34,0,0,0,0,0,66,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
Venture Capital Trusts,Close IHT AIM VCT B,Ordinary Share,31/01/2007,B0JR9G0,17000820,0,0,0,0,0,0,0,0,100,244459,,,17680650,0,0,0,N/A,66,100,,,Y,17000820,96.15,,,,,97.54,,,,,96.15,,,,,97.54,,,,,3.18,66,34,0,0,0,0,0,66,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
Venture Capital Trusts,Close Income & Growth VCT,Ordinary Share,31/01/2007,B01YYK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close Second AIM VCT,Ordinary Share,31/01/2007,3019627,4943959,0,0,0,0,0,0,0,0,58,-12210,,,7804693,0,0,0,N/A,11,100,,,N,4943959,63.35,,,,,63.19,,,,,63.35,,,,,63.19,,,,,0.75,11,89,0,0,0,0,0,11,89,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0
Venture Capital Trusts,Close Second AIM VCT C shares,Ordinary Share,31/01/2007,B0RFCD4,7795908,0,0,0,0,0,0,0,0,100,89166,,,8214295,0,0,0,N/A,81,100,,,Y,7795908,94.91,,,,,95.99,,,,,94.91,,,,,95.99,,,,,3.83,81,19,0,0,0,0,0,81,13,6,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0
Venture Capital Trusts,Close Second AIM VCT D shares,Ordinary Share,31/01/2007,B0RFCM3,11413941,0,0,0,0,0,0,0,0,100,130547,,,12026498,0,0,0,N/A,81,100,,,,11413941,94.91,,,,,95.99,,,,,94.91,,,,,95.99,,,,,3.83,81,19,0,0,0,0,0,81,13,6,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0
Venture Capital Trusts,Close Technology & General VCT C shares,Ordinary Share,31/01/2007,B0MV237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Close Technology & General VCT,Ordinary Share,31/01/2007,558167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Core VCT 1,Ordinary Share,31/01/2007,B03FH33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Core VCT 1 B shares,Ordinary Share,31/01/2007,B03FH99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Core VCT II,Ordinary Share,31/01/2007,B03FJ60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Core VCT II B shares,Ordinary Share,31/01/2007,B03FJB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Core VCT III,Ordinary Share,31/01/2007,B0K4B08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Core VCT III B shares,Ordinary Share,31/01/2007,B0K5CWO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Crown Place VCT,Ordinary Share,31/01/2007,257743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Downing Protected VCT I,Ordinary Share,31/01/2007,279071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venture Capital Trusts,Eclipse VCT,Ordinary Share,31/01/2007,B00MKB6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
